year|rid|agency|inst_type|cra_filer|id_tax|id_rssd|id_fdic_cert|id_ncua|id_occ|domain_2017|domain_2014|domain_2013|nm_lgl|state_abbr_nm|city|state_cd|hmda_filer|p_rid|p_rssd|p_name|p_city|p_state|assets|olc|top_holder|top_holder_name|top_holder_city|top_holder_state|top_holder_country
2017|24563|5|6|-1|161490324|243179|0|24563|0|esl.org|esl.org|esl.org|ESL FEDERAL CREDIT UNION|NY|ROCHESTER|36|1|NaN|||||5015805|0|-1||||
2017|66642|5|6|-1|396264347|813394|0|66642|0|COMMUNITYFIRSTCU.ORG|COMMUNITYFIRSTCU.ORG|COMMUNITYFIRSTCU.ORG|COMMUNITY FIRST CREDIT UNION|WI|APPLETON|55|1|NaN|||||2075216|0|-1||||
2017|20661|5|6|-1|341089047|732084|0|20661|0|SBCGLOBAL.NET|SBCGLOBAL.NET|SBCGLOBAL.NET|DOY FEDERAL CREDIT UNION|OH|YOUNGSTOWN|39|1|NaN|||||44314|0|-1||||
2017|24553|5|6|-1|951683316|758495|0|24553|0|LAPFCU.ORG|LAPFCU.ORG|LAPFCU.ORG|LOS ANGELES POLICE FEDERAL CREDIT UNION|CA|VAN NUYS|6|1|NaN|||||800087|0|-1||||
2017|68456|5|6|-1|951818041|47489|0|68456|0|CUSOCAL.ORG|CUSOCAL.ORG|CUSOCAL.ORG|CREDIT UNION OF SOUTHERN CALIFORNIA|CA|ANAHEIM|6|1|NaN|||||927723|0|-1||||
2017|62217|5|6|-1|380299643|206491|0|62217|0|GOAAC.COM|AACCREDITUNION.ORG|AACCREDITUNION.ORG|A A C CREDIT UNION|MI|GRAND RAPIDS|26|1|NaN|||||93207|0|-1||||
2017|5029|5|6|-1|750813510|699178|0|5029|0|rrfcu.com|rrfcu.com|rrfcu.com|RED RIVER EMPLOYEES FEDERAL CREDIT UNION|TX|TEXARKANA|48|1|NaN|||||686374|0|-1||||
2017|5652|5|6|-1|930458542|566177|0|5652|0||||CASCADE COMMUNITY FEDERAL CREDIT UNION|OR|ROSEBURG|41|1|NaN|||||169536|0|-1||||
2017|63597|5|6|-1|430300770|778194|0|63597|0|UNITEDCU.ORG|UNITEDCU.ORG|UNITEDCU.ORG|UNITED CREDIT UNION|MO|MEXICO|29|1|NaN|||||143110|0|-1||||
2017|4915|5|6|-1|860146700|685872|0|4915|0|AEAFCU.ORG|AEAFCU.ORG|AEAFCU.ORG|A.E.A. FEDERAL CREDIT UNION|AZ|YUMA|4|1|NaN|||||238460|0|-1||||
2017|8111|5|6|-1|741185010|491381|0|8111|0|RBFCU.ORG|RBFCU.ORG|RBFCU.ORG|RANDOLPH BROOKS FEDERAL CREDIT UNION|TX|LIVE OAK|48|1|NaN|||||6283653|0|-1||||
2017|24304|5|6|-1|741245535|573698|0|24304|0||||BORDER FEDERAL CREDIT UNION|TX|DEL RIO|48|1|NaN|||||125353|0|-1||||
2017|18944|5|6|-1|362659309|39587|0|18944|0|RVFCU.ORG|RVFCU.ORG|RVFCU.ORG|ROCK VALLEY FEDERAL CREDIT UNION|IL|LOVES PARK|17|1|NaN|||||84911|0|-1||||
2017|21630|5|6|-1|237422687|6682|0|21630|0|NEFCUNY.ORG|NEFCUNY.ORG|NEFCUNY.ORG|NORTHEASTERN ENGINEERS FEDERAL CREDIT UNION|NY|RICHMOND HILL|36|1|NaN|||||63938|0|-1||||
2017|911|5|6|-1|256035142|207975|0|911|0|STARUSAFCU.COM|STARUSAFCU.COM|STARUSAFCU.COM|STAR USA FEDERAL CREDIT UNION|WV|CHARLESTON|54|1|NaN|||||169459|0|-1||||
2017|62049|5|6|-1|381629793|763695|0|62049|0|msgcu.org|msgcu.org|msgcu.org|MICHIGAN SCHOOLS AND GOVERNMENT CREDIT UNION|MI|CLINTON TOWNSHIP|26|1|NaN|||||1538323|0|-1||||
2017|12977|5|6|-1|560706163|708687|0|12977|0|MARINEFEDERAL.ORG|MARINEFEDERAL.ORG|MARINEFEDERAL.ORG|MARINE FEDERAL CREDIT UNION|NC|JACKSONVILLE|37|1|NaN|||||719043|0|-1||||
2017|68196|5|6|-1|910565155|90999|0|68196|0|REDCANOECU.COM|REDCANOECU.COM|REDCANOECU.COM|RED CANOE CREDIT UNION|WA|LONGVIEW|53|1|NaN|||||638074|0|-1||||
2017|2182|5|6|-1|221497860|101475|0|2182|0|GREATERALLIANCE.ORG|GREATERALLIANCE.ORG|GREATERALLIANCE.ORG|GREATER ALLIANCE FEDERAL CREDIT UNION|NJ|PARAMUS|34|1|NaN|||||163558|0|-1||||
2017|4633|5|6|-1|951676228|209278|0|4633|0|CAMINOFCU.ORG|CAMINOFCU.ORG|CAMINOFCU.ORG|CAMINO FEDERAL CREDIT UNION|CA|MONTEBELLO|6|1|NaN|||||133083|0|-1||||
2017|208978372|7|-1|-1|208978372|4320676|0|0|0|equitymb.com|EQUITYMB.COM|EQUITYMB.COM|EQUITY MORTGAGE BANKERS, LLC|FL|MIAMI|12|1|NaN|||||-1|-1|-1||||
2017|752838184|7|-1|-1|752838184|3844465|0|0|0|BENCHMARK.US|BENCHMARK.US|BENCHMARK.US|BENCHMARK MORTGAGE|TX|DALLAS|48|1|NaN|||||-1|-1|-1||||
2017|300583815|7|-1|-1|300583815|4437592|0|0|0|ryland.com|ryland.com|ryland.com|RMC MORTGAGE CORPORATION|GA|ALPHARETTA|13|1|NaN|||||-1|-1|-1||||
2017|251613078|7|-1|-1|251613078|3837485|0|0|0|SAILMC.COM|sailmc.com|sailmc.com|S.I.M. CORPORATION|PA|ALIQUIPPA|42|1|NaN|||||-1|-1|-1||||
2017|10940996|7|-1|-1|10940996|4320256|0|0|0|sefcumortgageservices.com|SEFCUMORTGAGESERVICES.COM|SEFCUMORTGAGESERVICES.COM|SEFCU SERVICES, LLC|NY|COHOES|36|1|NaN|||||-1|-1|-1||||
2017|582200634|7|-1|-1|582200634|4320694|0|0|0|MILEND.COM|MILEND.COM|MILEND.COM|MILEND, INC.|GA|ATLANTA|13|1|NaN|||||-1|-1|-1||||
2017|330534042|7|-1|-1|330534042|3876457|0|0|0|WCCLOANS.COM|WCCLOANS.COM|WCCLOANS.COM|WHOLESALE CAPITAL CORPORATION|CA|MORENO VALLEY|6|1|NaN|||||-1|-1|-1||||
2017|330607813|7|-1|-1|330607813|3877669|0|0|0|4EASTLAND.COM|4EASTLAND.COM|4EASTLAND.COM|EASTLAND FINANCIAL CORPORATION|CA|IRVINE|6|1|NaN|||||-1|-1|-1||||
2017|200321413|7|-1|-1|200321413|3882690|0|0|0|MLEND.COM|MLEND.COM|MLEND.COM|MILLEMMIUM FINANCIAL GROUP INC|MD|MIDDLETOWN|24|1|NaN|||||-1|-1|-1||||
2017|660674421|7|-1|-1|660674421|4327965|0|0|0|MULTI-MORTGAGE.COM|MULTI-MORTGAGE.COM|MULTI-MORTGAGE.COM|WALL STREET MORTGAGE BANKERS|PR|SAN JUAN|72|1|NaN|||||-1|-1|-1||||
2017|770605392|7|-1|-1|770605392|4183684|0|0|0|NLCLOANS.COM|nlcloans.com|NLCLOANS.COM|NATIONS LENDING CORPORATION|OH|CLEVELAND|39|1|NaN|||||-1|-1|-1||||
2017|112108436|7|-1|-1|112108436|3873607|0|0|0|MORTGAGECORP.COM|MORTGAGECORP.COM|MORTGAGECORP.COM|MID-ISLAND MORTGAGE CORP.|NY|WESTBURY|36|1|NaN|||||-1|-1|-1||||
2017|770293745|7|-1|-1|770293745|4438085|0|0|0||PROVIDENT.COM|PROVIDENT.COM|PROVIDENT FUNDING GROUP, INC.|CA|SAN BRUNO|6|1|NaN|||||-1|-1|-1||||
2017|522337558|7|-1|-1|522337558|4533609|0|0|0|MTGDIR.COM|MTGDIR.COM|MTGDIR.COM|TAYLOR MORRISON HOME FUNDING|FL|MAITLAND|12|1|NaN|||||-1|-1|-1||||
2017|223470404|7|-1|-1|223470404|3949605|0|0|0|OCEANSIDEMORTGAGE.NET|OCEANSIDEMORTGAGE.NET|OCEANSIDEMORTGAGE.NET|OCEANSIDE MORTGAGE COMPANY|NJ|FORKED RIVER|34|1|NaN|||||-1|-1|-1||||
2017|208552989|7|-1|-1|208552989|4184382|0|0|0|PEPLENDING.COM|PEPLENDING.COM|PEPLENDING.COM|PERFORMANCE EQUITY PARTNERS INC|IL|MOKENA|17|1|NaN|||||-1|-1|-1||||
2017|611645461|7|-1|-1|611645461|4533841|0|0|0|LSP-LLC.NET|LSP-LLC.NET|GMMLLC.COM|ATLANTIC COAST MORTGAGE LLC|VA|FAIRFAX|51|1|NaN|||||-1|-1|-1||||
2017|262597540|7|-1|-1|262597540|4533597|0|0|0|MTGDIR.COM|MTGDIR.COM|MTGDIR.COM|MATTMY HOME FUNDING|FL|MAITLAND|12|1|NaN|||||-1|-1|-1||||
2017|631052225|7|-1|-1|631052225|4320658|0|0|0|cishomeloans.com|CISHOMELOANS.COM|CISFN.COM|CIS FINANCIAL SERVICES, INC.|AL|HAMILTON|1|1|NaN|||||-1|-1|-1||||
2017|272389039|7|-1|-1|272389039|4437873|0|0|0|ANNIE-MAC.COM|ANNIE-MAC.COM|ANNIE-MAC.COM|AMERICAN NEIGHBORHOOD MORTGAGE|NJ|MOUNT LAUREL|34|1|NaN|||||-1|-1|-1||||
2017|680309242|7|-1|-1|680309242|3955651|0|0|0|CMGFI.COM|CMGFI.COM|CMGFI.COM|CMG MORTGAGE, INC.|CA|SAN RAMON|6|1|NaN|||||-1|-1|-1||||
2017|383024363|7|11|-1|383024363|1930074|0|0|0|UNIVERSITY-BANK.COM|UNIVERSITY-BANK.COM|UNIVERSITY-BANK.COM|MIDWEST LOAN SERVICES, INC.|MI|HOUGHTON|26|1|14587|137652.0|UNIVERSITY BANK|ANN ARBOR|MI|-1|2|-1||||
2017|383024363|7|11|-1|383024363|1930074|0|0|0|UNIVERSITY-BANK.COM|UNIVERSITY-BANK.COM|UNIVERSITY-BANK.COM|MIDWEST LOAN SERVICES, INC.|MI|HOUGHTON|26|1|14587|137652.0|UNIVERSITY BANK|ANN ARBOR|MI|-1|2|-1||||
2017|542121061|7|-1|-1|542121061|3885365|0|0|0|||RMRFINANCIAL.COM|LANDOVER MORTGAGE LIMITED LIABILITY COMPANY|CA|LOS GATOS|6|1|NaN|||||-1|-1|-1||||
2017|753170028|7|-1|-1|753170028|3955491|0|0|0|loanpacific.com|loanpacific.com|loanpacific.com|PACIFIC UNION FINANCIAL, LLC|CA|WALNUT CREEK|6|1|NaN|||||-1|-1|-1||||
2017|208549934|7|-1|-1|208549934|3954869|0|0|0|1HALLMARK.COM|1HALLMARK.COM|1HALLMARK.COM|HALLMARK HOME MORTGAGE LLC|IN|FORT WAYNE|18|1|NaN|||||-1|-1|-1||||
2017|330175937|7|-1|-1|330175937|3880829|0|0|0|ESSEXMORTGAGE.COM|ESSEXMORTGAGE.COM|ESSEXMORTGAGE.COM|ESSEX MORTGAGE|CA|ANAHEIM|6|1|NaN|||||-1|-1|-1||||
2017|232721546|7|-1|-1|232721546|3904930|0|0|0|ALLIEDMG.COM|ALLIEDMG.COM|ALLIEDMG.COM|ALLIED MORTGAGE GROUP|PA|BALA CYNWYD|42|1|NaN|||||-1|-1|-1||||
2017|660545351|7|-1|-1|660545351|3872271|0|0|0|MONEYHOUSEPR.COM|MONEYHOUSEPR.COM|MONEYHOUSEPR.COM|MONEY HOUSE, INC., THE|PR|SAN JUAN|72|1|NaN|||||-1|-1|-1||||
2017|112998485|7|-1|-1|112998485|3874220|0|0|0|whitmanmortgage.com|WHITMANMORTGAGE.COM|WHITMANMORTGAGE.COM|WHITMAN MORTGAGEE|NY|MELVILLE|36|1|NaN|||||-1|-1|-1||||
2017|517900|9|1|1|160428985|517900|16004|0|24968|FNFG.COM|FNFG.COM|FNFG.COM|FIRST NIAGARA BANK, NATIONAL ASSOCIATION|NY|BUFFALO|36|1|2648693|2648693.0|FIRST NIAGARA FINANCIAL GROUP, INC.|BUFFALO|NY|38494804|0|-1||||
2017|2942690|9|3|1|0|2942690|57053|0|0||||SIGNATURE BANK|NY|NEW YORK|36|1|NaN|||||27318640|0|-1||||
2017|527954|9|1|1|470259043|527954|5452|0|209|FNNI.COM|FNNI.COM|FNNI.COM|FIRST NATIONAL BANK OF OMAHA|NE|OMAHA|31|1|1020902|1020902.0|FIRST NATIONAL OF NEBRASKA, INC.|OMAHA|NE|17377985|0|-1||||
2017|527954|9|1|1|470259043|527954|5452|0|209|FNNI.COM|FNNI.COM|FNNI.COM|FIRST NATIONAL BANK OF OMAHA|NE|OMAHA|31|1|1020902|1020902.0|FIRST NATIONAL OF NEBRASKA, INC.|OMAHA|NE|17377985|0|-1||||
2017|795968|9|2|1|990033900|795968|18053|0|0|boh.com|boh.com|boh.com|BANK OF HAWAII|HI|HONOLULU|15|1|1025309|1025309.0|BANK OF HAWAII CORPORATION|HONOLULU|HI|14832459|0|-1||||
2017|1842065|9|3|1|363722148|1842065|33306|0|0|theprivatebank.com|theprivatebank.com|theprivatebank.com|PRIVATEBANK AND TRUST COMPANY, THE|IL|CHICAGO|17|1|1839319|1839319.0|PRIVATEBANCORP, INC.|CHICAGO|IL|15574465|0|-1||||
2017|664756|9|3|1|742139516|664756|16835|0|0|prosperitybankusa.com|prosperitybankusa.com|prosperitybankusa.com|PROSPERITY BANK|TX|EL CAMPO|48|1|1109599|1109599.0|PROSPERITY BANCSHARES, INC.|HOUSTON|TX|21504119|0|-1||||
2017|30810|9|3|1|510020270|30810|5649|0|0|DISCOVER.COM|DISCOVER.COM||DISCOVER BANK|DE|GREENWOOD|10|1|3846375|3846375.0|DISCOVER FINANCIAL SERVICES|RIVERWOODS|IL|81661915|0|-1||||
2017|1438589|9|3|1|112870330|1438589|32749|0|0||||NEW YORK COMMERCIAL BANK|NY|ISLANDIA|36|1|2132932|2132932.0|NEW YORK COMMUNITY BANCORP, INC.|WESTBURY|NY|4349529|0|-1||||
2017|12311|9|1|1|310966785|12311|6560|0|7745|Huntington.com|huntington.com|huntington.com|HUNTINGTON NATIONAL BANK, THE|OH|COLUMBUS|39|1|1068191|1068191.0|HUNTINGTON BANCSHARES INCORPORATED|COLUMBUS|OH|66111039|0|-1||||
2017|837260|9|3|1|952783330|837260|20852|0|0|calbt.com|calbt.com|calbt.com|CALIFORNIA BANK &amp; TRUST|CA|SAN DIEGO|6|1|1027004|1027004.0|ZIONS BANCORPORATION|SALT LAKE CITY|UT|11340164|0|-1||||
2017|817824|9|1|1|221146430|817824|6384|0|1316|pnc.com|pnc.com|pnc.com|PNC BANK, NATIONAL ASSOCIATION|DE|WILMINGTON|10|1|1469314|1469314.0|PNC BANCORP, INC.|WILMINGTON|DE|335060015|0|-1||||
2017|817824|9|1|1|221146430|817824|6384|0|1316|pnc.com|pnc.com|pnc.com|PNC BANK, NATIONAL ASSOCIATION|DE|WILMINGTON|10|1|1469314|1469314.0|PNC BANCORP, INC.|WILMINGTON|DE|335060015|0|-1||||
2017|497404|9|1|1|10137770|497404|18409|0|24096|tdbanknorth.com|tdbanknorth.com|TD.COM|TD BANK, N.A.|DE|WILMINGTON|10|1|1249196|1249196.0|TD BANK US HOLDING COMPANY|CHERRY HILL|NJ|230280000|0|-1||||
2017|497404|9|1|1|10137770|497404|18409|0|24096|tdbanknorth.com|tdbanknorth.com|TD.COM|TD BANK, N.A.|DE|WILMINGTON|10|1|1249196|1249196.0|TD BANK US HOLDING COMPANY|CHERRY HILL|NJ|230280000|0|-1||||
2017|497404|9|1|1|10137770|497404|18409|0|24096|tdbanknorth.com|tdbanknorth.com|TD.COM|TD BANK, N.A.|DE|WILMINGTON|10|1|1249196|1249196.0|TD BANK US HOLDING COMPANY|CHERRY HILL|NJ|230280000|0|-1||||
2017|613307|9|5|1|61213065|613307|27334|0|718027|peoples.com|peoples.com|peoples.com|PEOPLE'S UNITED BANK|CT|BRIDGEPORT|9|1|3650152|3650152.0|PEOPLE'S UNITED FINANCIAL, INC.|BRIDGEPORT|CT|35755742|0|-1||||
2017|311845|9|2|1|710118700|311845|8728|0|0|ARVEST.COM|ARVEST.COM|ARVEST.COM|ARVEST BANK|AR|FAYETTEVILLE|5|1|1845673|1845673.0|ARVEST HOLDINGS, INC.|BENTONVILLE|AR|14944176|0|-1||||
2017|311845|9|2|1|710118700|311845|8728|0|0|ARVEST.COM|ARVEST.COM|ARVEST.COM|ARVEST BANK|AR|FAYETTEVILLE|5|1|1845673|1845673.0|ARVEST HOLDINGS, INC.|BENTONVILLE|AR|14944176|0|-1||||
2017|3303298|9|1|1|202635739|3303298|57957|0|24571|citizensbank.com|citizensbank.com|rbscitizens.com|CITIZENS BANK, NATIONAL ASSOCIATION|RI|PROVIDENCE|44|1|1132449|1132449.0|CITIZENS FINANCIAL GROUP, INC.|PROVIDENCE|RI|102971333|0|-1||||
2017|3303298|9|1|1|202635739|3303298|57957|0|24571|citizensbank.com|citizensbank.com|rbscitizens.com|CITIZENS BANK, NATIONAL ASSOCIATION|RI|PROVIDENCE|44|1|1132449|1132449.0|CITIZENS FINANCIAL GROUP, INC.|PROVIDENCE|RI|102971333|0|-1||||
2017|3303298|9|1|1|202635739|3303298|57957|0|24571|citizensbank.com|citizensbank.com|rbscitizens.com|CITIZENS BANK, NATIONAL ASSOCIATION|RI|PROVIDENCE|44|1|1132449|1132449.0|CITIZENS FINANCIAL GROUP, INC.|PROVIDENCE|RI|102971333|0|-1||||
2017|3303298|9|1|1|202635739|3303298|57957|0|24571|citizensbank.com|citizensbank.com|rbscitizens.com|CITIZENS BANK, NATIONAL ASSOCIATION|RI|PROVIDENCE|44|1|1132449|1132449.0|CITIZENS FINANCIAL GROUP, INC.|PROVIDENCE|RI|102971333|0|-1||||
2017|3303298|9|1|1|202635739|3303298|57957|0|24571|citizensbank.com|citizensbank.com|rbscitizens.com|CITIZENS BANK, NATIONAL ASSOCIATION|RI|PROVIDENCE|44|1|1132449|1132449.0|CITIZENS FINANCIAL GROUP, INC.|PROVIDENCE|RI|102971333|0|-1||||
2017|1443266|9|1|-1|953915706|1443266|25178|0|24077||||BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION|CA|SAN FRANCISCO|6|1|1199769|1199769.0|BANA HOLDING CORPORATION|CHARLOTTE|NC|26261000|0|-1||||
2017|1443266|9|1|-1|953915706|1443266|25178|0|24077||||BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION|CA|SAN FRANCISCO|6|1|1199769|1199769.0|BANA HOLDING CORPORATION|CHARLOTTE|NC|26261000|0|-1||||
2017|1443266|9|1|-1|953915706|1443266|25178|0|24077||||BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION|CA|SAN FRANCISCO|6|1|1199769|1199769.0|BANA HOLDING CORPORATION|CHARLOTTE|NC|26261000|0|-1||||
2017|1443266|9|1|-1|953915706|1443266|25178|0|24077||||BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION|CA|SAN FRANCISCO|6|1|1199769|1199769.0|BANA HOLDING CORPORATION|CHARLOTTE|NC|26261000|0|-1||||
2017|940311|9|2|1|660561870|940311|34968|0|0|POPULAR.COM|BPPR.COM|POPULAR.COM|BANCO POPULAR DE PUERTO RICO|PR|SAN JUAN|72|1|1129382|1129382.0|POPULAR, INC.|SAN JUAN|PR|27091000|0|-1||||
2017|972590|9|6|-1|910219435|972590|0|62604|0|BECU.ORG|BECU.ORG|BECU.ORG|BOEING EMPLOYEES CREDIT UNION|WA|TUKWILA|53|1|NaN|||||13050765|0|-1||||
2017|-1|-1|-1|-1|0|3246603|0|0|0||||ALENIA AERONAUTICA, SPA|0|ROME|0|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|4222855|0|0|0||||CRYSTAL BEACH CAPITAL LLC|FL|TAMPA|12|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|2406530|0|0|0||||KERZNER INTERNATIONAL LIMITED|0|PARADISE ISLAND|0|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|752817096|3791000|0|0|0||||ROSELAND FAMILY COMMUNITY, L.P.|TX|DALLAS|48|0|-1|3780657.0|THOF IV, LTD.|AUSTIN|TX|-1|-1|-1||||
2017|-1|-1|-1|-1|752817096|3791000|0|0|0||||ROSELAND FAMILY COMMUNITY, L.P.|TX|DALLAS|48|0|-1|3780657.0|THOF IV, LTD.|AUSTIN|TX|-1|-1|-1||||
2017|-1|-1|-1|-1|752817096|3791000|0|0|0||||ROSELAND FAMILY COMMUNITY, L.P.|TX|DALLAS|48|0|-1|3780657.0|THOF IV, LTD.|AUSTIN|TX|-1|-1|-1||||
2017|-1|-1|-1|-1|0|4645481|0|0|0||||HOLDING D'INFRASTRUCTURES DES METIERS DE L'ENVIRONEMENT|0|GUYANCOURT|0|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|1680061|0|0|0||||WATER GARDEN ASSOCIATES A CALIFORNIA GENERAL PARTNERSHIP|CA|LOS ANGELES|6|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|1454758|0|0|0||||WESTPLAINS ENERGY COLORADO - ROCKY FORD|CO|PUEBLO|8|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|262002357|4872241|0|0|0||||DEUTSCHE BANK SPEARS/LIFERS TRUST, SERIES DB-597|NY|NEW YORK|36|0|-1|4302533.0|DB CHAMBERS LIMITED|WILMINGTON|DE|-1|-1|-1||||
2017|-1|-1|-1|-1|0|1609343|0|0|0||||GREYLOCK PIPELINE INC.|TX|HOUSTON|48|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|3318881|0|0|0||||SOUTHFORK CLO LTD.|TX|HOUSTON|48|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|1041103|0|0|0||||INTERACTIVE DATA CORPORATION|MA|WALTHAM|25|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|1582156|0|0|0||||BOLIVAR INTERNATIONAL BANK|0|GEORGE TOWN|0|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|1556942|0|0|0||||EQUITABLE OF IOWA COMPANIES|IA|DES MOINES|19|0|NaN|||||-1|-1|-1||||
2017|-1|-1|11|-1|371456845|4292689|0|0|0||||GOLD LEAF TITLE COMPANY|FL|MIAMI|12|0|21468|790534.0|TOTALBANK|MIAMI|FL|-1|2|-1||||
2017|-1|-1|11|-1|371456845|4292689|0|0|0||||GOLD LEAF TITLE COMPANY|FL|MIAMI|12|0|21468|790534.0|TOTALBANK|MIAMI|FL|-1|2|-1||||
2017|-1|-1|-1|-1|205652788|3484405|0|0|0||||CREDIT SUISSE/CFIG CERBERUS IV SPV, LLC|NY|NEW YORK|36|0|NaN|||||-1|-1|-1||||
2017|18724|3|3|-1|470125910|235558|18724|0|0||||CITIZENS STATE BANK|NE|CARLETON|31|0|-1|1052949.0|CARLETON AGENCY, INC.|CARLETON|NE|17267|0|-1||||
2017|-1|-1|-1|-1|0|2548588|0|0|0||||SOUND ADVICE, INC.|FL|DANIA|12|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|1653177|0|0|0||||BRAMALEA CAPITAL CORP.|0|TORONTO|0|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|200740151|3872365|0|0|0||||UNITED COMMUNITY MORTGAGE CORP|NJ|KEYPORT|34|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|2458436|0|0|0||||ITAUTEC PHILCO S.A.|0|MANAUS|0|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|4563307|0|0|0||||FACULTAS FUND (GENPAR), LLC|NY|NEW YORK|36|0|-1|2295109.0|BLACKROCK FINANCIAL MANAGEMENT, INC.|NEW YORK|NY|-1|-1|-1||||
2017|-1|-1|9|-1|330917586|3825978|0|0|0||||LONG BEACH SECURITIES CORP.|CA|ORANGE|6|0|852218|852218.0|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|COLUMBUS|OH|-1|1|-1||||
2017|-1|-1|9|-1|330917586|3825978|0|0|0||||LONG BEACH SECURITIES CORP.|CA|ORANGE|6|0|852218|852218.0|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|COLUMBUS|OH|-1|1|-1||||
2017|-1|-1|-1|-1|0|4867322|0|0|0||||PARADEPLATZ 2002 PLAN, L.P.|0|HAMILTON|0|0|-1|2803924.0|CREDIT SUISSE (BERMUDA) LIMITED|NEW YORK|NY|-1|-1|-1||||
2017|-1|-1|-1|-1|0|4867322|0|0|0||||PARADEPLATZ 2002 PLAN, L.P.|0|HAMILTON|0|0|-1|2803924.0|CREDIT SUISSE (BERMUDA) LIMITED|NEW YORK|NY|-1|-1|-1||||
2017|-1|-1|-1|-1|0|4403636|0|0|0||||BLACKROCK FIN STRATEGIC INCOME OPPORTUNITIES BOND FUND|CA|SAN FRANCISCO|6|0|NaN|||||-1|-1|-1||||
2017|-1|-1|-1|-1|0|2710910|0|0|0||||ENVIRONMENTAL PRIVATE EQUITY MANAGEMENT II, L.P.|CA|SAN FRANCISCO|6|0|NaN|||||-1|-1|-1||||
